2022-12-27 15:32:29.6758 | DEBUG | Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider
2022-12-27 15:32:29.8872 | DEBUG | Hosting starting
2022-12-27 15:32:30.0530 | DEBUG | Loaded hosting startup assembly InfoteksTest
2022-12-27 15:32:30.0530 | DEBUG | Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh
2022-12-27 15:32:30.0530 | DEBUG | Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net
2022-12-27 15:32:30.0530 | INFO | Application started. Press Ctrl+C to shut down.
2022-12-27 15:32:30.0530 | INFO | Hosting environment: Development
2022-12-27 15:32:30.0530 | INFO | Content root path: C:\Users\Sfagnum\Documents\обучение\Программирование\C#\InfoTeKS\InfoteksTest\InfoteksTest\
2022-12-27 15:32:30.0530 | DEBUG | Hosting started
2022-12-27 15:32:30.1163 | INFO | Request starting HTTP/1.1 GET http://localhost:63808/swagger/index.html - -
2022-12-27 15:32:30.2073 | DEBUG | Wildcard detected, all requests with hosts will be allowed.
2022-12-27 15:32:30.2549 | DEBUG | No candidates found for the request path '/swagger/index.html'
2022-12-27 15:32:30.2549 | DEBUG | Request did not match any endpoints
2022-12-27 15:32:30.6704 | DEBUG | Response markup is scheduled to include browser refresh script injection.
2022-12-27 15:32:30.7260 | DEBUG | Response markup was updated to include browser refresh script injection.
2022-12-27 15:32:30.7622 | INFO | Request finished HTTP/1.1 GET http://localhost:63808/swagger/index.html - - - 200 - text/html;charset=utf-8 631.9358ms
2022-12-27 15:32:30.8305 | INFO | Request starting HTTP/1.1 GET http://localhost:63808/_vs/browserLink - -
2022-12-27 15:32:30.8305 | INFO | Request starting HTTP/1.1 GET http://localhost:63808/_framework/aspnetcore-browser-refresh.js - -
2022-12-27 15:32:30.8595 | INFO | Request finished HTTP/1.1 GET http://localhost:63808/_framework/aspnetcore-browser-refresh.js - - - 200 11994 application/javascript;+charset=utf-8 20.0699ms
2022-12-27 15:32:30.9422 | INFO | Request finished HTTP/1.1 GET http://localhost:63808/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 111.7100ms
2022-12-27 15:32:31.0539 | INFO | Request starting HTTP/1.1 GET http://localhost:63808/swagger/v1/swagger.json - -
